year,iso_code,co2_per_capita
1998,ALB,0.543
1998,DZA,3.56
1998,AND,7.53
1998,AGO,1.075
1998,AIA,6.318
1998,ATA,0
1998,ATG,4.442
1998,ARG,3.836
1998,ARM,1.055
1998,ABW,9.555
1998,AUS,17.963
1998,AUT,8.39
1998,AZE,3.953
1998,BHS,6.308
1998,BHR,27.311
1998,BGD,0.187
1998,BRB,5.963
1998,BLR,5.8
1998,BEL,12.781
1998,BLZ,1.645
1998,BEN,0.169
1998,BMU,8.582
1998,BTN,0.686
1998,BOL,1.358
1998,BES,0.246
1998,BIH,2.564
1998,BWA,2.018
1998,BRA,1.855
1998,VGB,5.371
1998,BRN,17.477
1998,BGR,6.45
1998,BFA,0.077
1998,BDI,0.041
1998,KHM,0.168
1998,CMR,0.375
1998,CAN,17.591
1998,CPV,0.549
1998,CALF,0.062
1998,TCD,0.06
1998,CHL,3.818
1998,CHN,2.699
1998,CXR,0
1998,COL,1.734
1998,COM,0.178
1998,COG,1.317
1998,COK,2.787
1998,CRI,1.37
1998,CIV,0.426
1998,HRV,4.08
1998,CUB,2.202
1998,CUW,1.728
1998,CYP,7.208
1998,CZE,12.238
1998,COD,0.06
1998,DNK,11.557
1998,DJI,0.554
1998,DMA,1.116
1998,DOM,2.148
1998,TLS,0.071
1998,ECU,1.893
1998,EGY,1.827
1998,SLV,0.974
1998,GNQ,3.656
1998,ERI,0.252
1998,EST,12.005
1998,SWZ,1.156
1998,ETH,0.05
1998,FRO,13.876
1998,FJI,0.913
1998,FIN,11.517
1998,FRA,7.127
1998,PYF,2.006
1998,GAB,5.334
1998,GMB,0.178
1998,GEO,1.093
1998,DEU,11.327
1998,GHA,0.298
1998,GRC,9.015
1998,GRL,10.637
1998,GRD,1.656
1998,GTM,0.772
1998,GIN,0.171
1998,GNB,0.145
1998,GUY,2.416
1998,HTI,0.153
1998,HND,0.763
1998,HKG,5.946
1998,HUN,5.975
1998,ISL,9.62
1998,IND,0.857
1998,IDN,1.176
1998,IRN,4.783
1998,IRQ,3.507
1998,IRL,11.066
1998,ISR,9.543
1998,ITA,8.108
1998,JAM,3.762
1998,JPN,9.535
1998,JOR,2.942
1998,KAZ,9.324
1998,KEN,0.342
1998,KIR,0.342
1998,KWT,29.025
1998,KGZ,1.227
1998,LAO,0.156
1998,LVA,3.374
1998,LBN,3.897
1998,ALSO,0.908
1998,LBR,0.179
1998,LBY,10.37
1998,LIE,7.117
1998,LTU,4.364
1998,LUX,18.092
1998,MAC,3.718
1998,MDG,0.106
1998,MWI,0.084
1998,MYS,5.033
1998,MDV,1.097
1998,MLI,0.088
1998,MLT,6.433
1998,MHL,1.722
1998,MRT,0.419
1998,MUS,1.815
1998,MEX,4.024
1998,FSM,1.809
1998,MDA,1.48
1998,MCO,0
1998,MNG,3.169
1998,MNE,2.773
1998,MSR,4.555
1998,MAR,1.111
1998,MOZ,0.066
1998,MMR,0.181
1998,NAME,1.047
1998,NRU,9.512
1998,NPL,0.094
1998,NLD,11.209
1998,NCL,8.507
1998,NZL,7.837
1998,NIC,0.682
1998,NER,0.064
1998,NGA,0.741
1998,NIU,3.286
1998,PRK,2.552
1998,MKD,4.793
1998,NOR,9.436
1998,OMN,8.091
1998,PAK,0.665
1998,PLW,10.486
1998,PSE,0.495
1998,PAN,2.045
1998,PNG,0.687
1998,PRY,0.89
1998,PER,1.087
1998,PHL,0.916
1998,POL,8.835
1998,PRT,5.813
1998,QAT,63.49
1998,ROU,4.732
1998,RUS,9.922
1998,RWA,0.061
1998,SHN,1.778
1998,KNA,3.394
1998,LCA,2.079
1998,SPM,8.635
1998,VCT,1.412
1998,WSM,0.792
1998,SMR,0
1998,STP,0.341
1998,SAU,10.412
1998,SEN,0.36
1998,SRB,6.497
1998,SYC,3.726
1998,SLE,0.049
1998,SGP,12.263
1998,SXM,0.897
1998,SVK,8.16
1998,SVN,8.067
1998,SLB,0.53
1998,SOME,0.063
1998,ZAF,8.228
1998,KOR,8.174
1998,SSD,0.068
1998,ESP,6.803
1998,LKA,0.417
1998,SDN,0.174
1998,SURE,4.558
1998,SWE,6.66
1998,CHE,6.276
1998,SYR,3.429
1998,TWN,9.135
1998,TJK,0.406
1998,TZA,0.076
1998,THA,2.587
1998,TGO,0.273
1998,TON,0.868
1998,TO,15.05
1998,TUN,1.838
1998,TUR,3.408
1998,TKM,7.547
1998,TCA,5.093
1998,TUV,1.138
1998,UGA,0.054
1998,UKR,6.61
1998,ARE,27.423
1998,GBR,9.729
1998,USA,20.785
1998,URY,1.728
1998,UZB,4.987
1998,VUT,0.46
1998,VAT,0
1998,VEN,7.248
1998,VNM,0.621
1998,WLF,1.515
1998,YEM,0.729
1998,ZMB,0.243
1998,ZWE,1.224
1999,AFG,0.057
1999,,4.093
1999,ALB,0.931
1999,DZA,3.014
1999,AND,7.811
1999,AGO,1.088
1999,AIA,6.138
1999,ATA,0
1999,ATG,4.665
1999,ARG,4.029
1999,ARM,0.948
1999,ABW,9.321
1999,AUS,18.295
1999,AUT,8.218
1999,AZE,3.558
1999,BHS,6.349
1999,BHR,26.461
1999,BGD,0.198
1999,BRB,6.259
1999,BLR,5.623
1999,BEL,12.195
1999,BLZ,1.496
1999,BEN,0.215
1999,BMU,8.409
1999,BTN,0.676
1999,BOL,1.296
1999,BES,1.823
1999,BIH,2.488
1999,BWA,1.867
1999,BRA,1.886
1999,VGB,5.792
1999,BRN,18.278
1999,BGR,5.675
1999,BFA,0.079
1999,BDI,0.041
1999,KHM,0.159
1999,CMR,0.355
1999,CAN,17.911
1999,CPV,0.644
1999,CALF,0.063
1999,TCD,0.06
1999,CHL,4.046
1999,CHN,2.834
1999,CXR,0
1999,COL,1.438
1999,COM,0.181
1999,COG,1.298
1999,COK,3.105
1999,CRI,1.394
1999,CIV,0.373
1999,HRV,4.348
1999,CUB,2.21
1999,CUW,13.128
1999,CYP,7.362
1999,CZE,11.384
1999,COD,0.047
1999,DNK,11.025
1999,DJI,0.535
1999,DMA,1.173
1999,DOM,2.119
1999,TLS,0.177
1999,ECU,1.771
1999,EGY,1.834
1999,SLV,0.943
1999,GNQ,3.834
1999,ERI,0.261
1999,EST,11.356
1999,SWZ,1.216
1999,ETH,0.048
1999,FRO,13.933
1999,FJI,0.919
1999,FIN,11.396
1999,FRA,7.067
1999,PYF,2.182
1999,GAB,4.847
1999,GMB,0.197
1999,GEO,0.981
1999,DEU,10.979
1999,GHA,0.293
1999,GRC,8.908
1999,GRL,10.599
1999,GRD,1.818
1999,GTM,0.768
1999,GIN,0.175
1999,GNB,0.161
1999,GUY,2.417
1999,HTI,0.155
1999,HND,0.726
1999,HKG,6.406
1999,HUN,6.042
1999,ISL,10.234
1999,IND,0.913
1999,IDN,1.384
1999,IRN,5.769
1999,IRQ,3.444
1999,IRL,11.409
1999,ISR,9.135
1999,ITA,8.19
1999,JAM,3.836
1999,JPN,9.806
1999,JOR,2.882
1999,KAZ,7.817
1999,KEN,0.336
1999,KIR,0.336
1999,KWT,29.284
1999,KGZ,0.952
1999,LAO,0.158
1999,LVA,3.181
1999,LBN,3.866
1999,ALSO,0.915
1999,LBR,0.135
1999,LBY,9.937
1999,LIE,6.942
1999,LTU,3.701
1999,LUX,18.907
1999,MAC,3.565
1999,MDG,0.112
1999,MWI,0.081
1999,MYS,4.649
1999,MDV,1.515
1999,MLI,0.089
1999,MLT,6.497
1999,MHL,1.633
1999,MRT,0.418
1999,MUS,2.012
1999,MEX,4.01
1999,FSM,1.708
1999,MDA,1.088
1999,MCO,0
1999,MNG,3.083
1999,MNE,1.912
1999,MSR,6.328
1999,MAR,1.135
1999,MOZ,0.067
1999,MMR,0.198
1999,NAME,0.935
1999,NRU,8.803
1999,NPL,0.132
1999,NLD,10.805
1999,NCL,9.467
1999,NZL,8.208
1999,NIC,0.712
1999,NER,0.061
1999,NGA,0.71
1999,NIU,3.382
1999,PRK,2.764
1999,MKD,4.34
1999,NOR,9.545
1999,OMN,9.507
1999,PAK,0.664
1999,PLW,10.198
1999,PSE,0.449
1999,PAN,1.91
1999,PNG,0.48
1999,PRY,0.871
1999,PER,1.126
1999,PHL,0.894
1999,POL,8.585
1999,PRT,6.531
1999,QAT,59.102
1999,ROU,4.039
1999,RUS,10.141
1999,RWA,0.063
1999,SHN,1.798
1999,KNA,3.594
1999,LCA,2.13
1999,SPM,8.698
1999,VCT,1.446
1999,WSM,0.744
1999,SMR,0
1999,STP,0.336
1999,SAU,11.018
1999,SEN,0.38
1999,SRB,4.496
1999,SYC,3.857
1999,SLE,0.039
1999,SGP,12.404
1999,SXM,6.774
1999,SVK,8.008
1999,SVN,7.76
1999,SLB,0.516
1999,SOME,0.058
1999,ZAF,8.086
1999,KOR,8.824
1999,SSD,0.072
1999,ESP,7.352
1999,LKA,0.456
1999,SDN,0.185
1999,SURE,4.512
1999,SWE,6.326
1999,CHE,6.222
1999,SYR,3.468
1999,TWN,9.421
1999,TJK,0.407
1999,TZA,0.073
1999,THA,2.678
1999,TGO,0.38
1999,TON,1.078
1999,TO,17.026
1999,TUN,1.904
1999,TUR,3.291
1999,TKM,8.842
1999,TCA,5.494
1999,TUV,1.138
1999,UGA,0.054
1999,UKR,6.054
1999,ARE,24.96
1999,GBR,9.579
1999,USA,20.789
1999,URY,2.038
1999,UZB,5.023
1999,VUT,0.469
1999,VAT,0
1999,VEN,5.969
1999,VNM,0.621
1999,WLF,1.755
1999,YEM,0.811
1999,ZMB,0.185
1999,ZWE,1.342
2000,AFG,0.054
2000,,4.147
2000,ALB,0.951
2000,DZA,2.775
2000,AND,7.925
2000,AGO,0.976
2000,AIA,6.95
2000,ATA,0
2000,ATG,4.734
2000,ARG,3.851
2000,ARM,1.102
2000,ABW,26.683
2000,AUS,18.404
2000,AUT,8.261
2000,AZE,3.634
2000,BHS,6.234
2000,BHR,27.035
2000,BGD,0.205
2000,BRB,6.608
2000,BLR,5.353
2000,BEL,12.346
2000,BLZ,1.646
2000,BEN,0.21
2000,BMU,8.415
2000,BTN,0.676
2000,BOL,0.982
2000,BES,4.783
2000,BIH,3.279
2000,BWA,2.187
2000,BRA,1.934
2000,VGB,5.826
2000,BRN,15.957
2000,BGR,5.608
2000,BFA,0.087
2000,BDI,0.043
2000,KHM,0.163
2000,CMR,0.37
2000,CAN,18.482
2000,CPV,0.648
2000,CALF,0.062
2000,TCD,0.059
2000,CHL,3.811
2000,CHN,2.887
2000,CXR,0
2000,COL,1.443
2000,COM,0.191
2000,COG,1.367
2000,COK,3.222
2000,CRI,1.356
2000,CIV,0.395
2000,HRV,4.322
2000,CUB,2.321
2000,CUW,35.283
2000,CYP,7.492
2000,CZE,12.432
2000,COD,0.035
2000,DNK,10.169
2000,DJI,0.494
2000,DMA,1.501
2000,DOM,2.224
2000,TLS,0.25
2000,ECU,1.657
2000,EGY,2.015
2000,SLV,0.952
2000,GNQ,3.941
2000,ERI,0.253
2000,EST,11.083
2000,SWZ,1.173
2000,ETH,0.052
2000,FRO,15.078
2000,FJI,0.979
2000,FIN,11.014
2000,FRA,6.929
2000,PYF,2.438
2000,GAB,4.814
2000,GMB,0.191
2000,GEO,1.055
2000,DEU,11.023
2000,GHA,0.27
2000,GRC,9.329
2000,GRL,11.881
2000,GRD,1.773
2000,GTM,0.832
2000,GIN,0.179
2000,GNB,0.119
2000,GUY,2.302
2000,HTI,0.195
2000,HND,0.756
2000,HKG,5.984
2000,HUN,5.735
2000,ISL,10.421
2000,IND,0.923
2000,IDN,1.314
2000,IRN,5.558
2000,IRQ,3.381
2000,IRL,12.006
2000,ISR,9.73
2000,ITA,8.26
2000,JAM,3.948
2000,JPN,9.966
2000,JOR,3.006
2000,KAZ,9.41
2000,KEN,0.337
2000,KIR,0.412
2000,KWT,28.368
2000,KGZ,0.927
2000,LAO,0.177
2000,LVA,2.96
2000,LBN,3.58
2000,ALSO,0.926
2000,LBR,0.138
2000,LBY,10.328
2000,LIE,6.561
2000,LTU,3.29
2000,LUX,19.979
2000,MAC,3.775
2000,MDG,0.12
2000,MWI,0.076
2000,MYS,5.355
2000,MDV,1.595
2000,MLI,0.095
2000,MLT,6.183
2000,MHL,1.824
2000,MRT,0.413
2000,MUS,2.212
2000,MEX,4.002
2000,FSM,1.607
2000,MDA,0.84
2000,MCO,0
2000,MNG,3.032
2000,MNE,2.401
2000,MSR,4.965
2000,MAR,1.163
2000,MOZ,0.074
2000,MMR,0.224
2000,NAME,0.882
2000,NRU,8.103
2000,NPL,0.124
2000,NLD,10.819
2000,NCL,10.022
2000,NZL,8.364
2000,NIC,0.726
2000,NER,0.059
2000,NGA,0.788
2000,NIU,3.496
2000,PRK,2.96
2000,MKD,4.155
2000,NOR,9.376
2000,OMN,10.191
2000,PAK,0.673
2000,PLW,10.577
2000,PSE,0.529
2000,PAN,1.908
2000,PNG,0.533
2000,PRY,0.704
2000,PER,1.076
2000,PHL,0.928
2000,POL,8.245
2000,PRT,6.37
2000,QAT,62.411
2000,ROU,4.258
2000,RUS,10.073
2000,RWA,0.064
2000,SHN,1.817
2000,KNA,3.785
2000,LCA,2.182
2000,SPM,8.724
2000,VCT,1.288
2000,WSM,0.777
2000,SMR,0
2000,STP,0.331
2000,SAU,14.031
2000,SEN,0.402
2000,SRB,5.665
2000,SYC,3.935
2000,SLE,0.059
2000,SGP,11.939
2000,SXM,18.108
2000,SVK,7.651
2000,SVN,7.586
2000,SLB,0.52
2000,SOME,0.055
2000,ZAF,8.081
2000,KOR,9.404
2000,SSD,0.075
2000,ESP,7.611
